NombreMunicipio,CodigoMunicipio,UbicaciÃ³n,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,Poblacion,Casos,Tasa_x_100k
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2006,Suicidios,Poblacion total,27833,0,0.0
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2006,Suicidios,Poblacion total,16600,0,0.0
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2006,Suicidios,Poblacion total,20903,3,14.352006888963308
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2006,Suicidios,Poblacion total,21729,0,0.0
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2006,Suicidios,Poblacion total,28103,2,7.116677934740063
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2006,Suicidios,Poblacion total,23655,1,4.227436060029592
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2006,Suicidios,Poblacion total,32006,4,12.497656689370743
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2006,Suicidios,Poblacion total,13810,0,0.0
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2006,Suicidios,Poblacion total,31926,4,12.52897325064211
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2006,Suicidios,Poblacion total,37948,1,2.635184989986297
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2006,Suicidios,Poblacion total,14351,1,6.968155529231412
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2006,Suicidios,Poblacion total,18082,0,0.0
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2006,Suicidios,Poblacion total,22465,1,4.451368795904741
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2006,Suicidios,Poblacion total,6456,2,30.97893432465923
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2006,Suicidios,Poblacion total,12006,1,8.329168748958855
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2006,Suicidios,Poblacion total,5573,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2006,Suicidios,Poblacion total,105057,5,4.759321130433955
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2006,Suicidios,Poblacion total,7601,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2006,Suicidios,Poblacion total,29125,6,20.600858369098713
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2006,Suicidios,Poblacion total,13617,5,36.71880737313652
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2006,Suicidios,Poblacion total,7849,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2006,Suicidios,Poblacion total,11975,2,16.701461377870565
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2006,Suicidios,Poblacion total,12088,3,24.818001323626735
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2006,Suicidios,Poblacion total,8169,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2006,Suicidios,Poblacion total,7648,3,39.22594142259414
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2006,Suicidios,Poblacion total,38731,3,7.7457333918566516
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2006,Suicidios,Poblacion total,22241,0,0.0
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2006,Suicidios,Poblacion total,14810,1,6.7521944632005395
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2006,Suicidios,Poblacion total,23728,2,8.428860418071476
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2007,Suicidios,Poblacion total,22492,4,17.784101013693757
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2007,Suicidios,Poblacion total,2649,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2007,Suicidios,Poblacion total,4697,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2007,Suicidios,Poblacion total,27482,0,0.0
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2007,Suicidios,Poblacion total,23330,3,12.858979854264895
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2007,Suicidios,Poblacion total,41952,5,11.918382913806255
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2007,Suicidios,Poblacion total,5832,1,17.146776406035663
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2007,Suicidios,Poblacion total,12040,0,0.0
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2007,Suicidios,Poblacion total,16173,4,24.73257898967415
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2007,Suicidios,Poblacion total,6840,1,14.619883040935672
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2007,Suicidios,Poblacion total,95990,2,2.0835503698301907
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2007,Suicidios,Poblacion total,29128,2,6.866245536940401
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2007,Suicidios,Poblacion total,9261,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2007,Suicidios,Poblacion total,5865,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,44721,1,2.236085955144116
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,417978,19,4.545693792496255
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2007,Suicidios,Poblacion total,5889,1,16.98081168279844
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2007,Suicidios,Poblacion total,11315,1,8.837825894829871
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2007,Suicidios,Poblacion total,15585,0,0.0
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2007,Suicidios,Poblacion total,8379,1,11.934598400763814
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2007,Suicidios,Poblacion total,8611,0,0.0
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2007,Suicidios,Poblacion total,25522,0,0.0
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2007,Suicidios,Poblacion total,7816,1,12.794268167860798
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,67238,2,2.9745084624765754
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2007,Suicidios,Poblacion total,9655,0,0.0
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2007,Suicidios,Poblacion total,16978,3,17.669925786311698
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,5191,1,19.264110961279137
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2007,Suicidios,Poblacion total,5787,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2007,Suicidios,Poblacion total,36425,2,5.490734385724091
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2007,Suicidios,Poblacion total,3888,0,0.0
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2007,Suicidios,Poblacion total,73515,4,5.441066449024009
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2007,Suicidios,Poblacion total,46062,0,0.0
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2007,Suicidios,Poblacion total,9548,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2007,Suicidios,Poblacion total,27061,1,3.6953549388418763
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2007,Suicidios,Poblacion total,18454,1,5.418879375745096
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2007,Suicidios,Poblacion total,5316,1,18.811136192626034
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2007,Suicidios,Poblacion total,21489,0,0.0
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,65487,1,1.5270206300487117
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2007,Suicidios,Poblacion total,22350,0,0.0
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2007,Suicidios,Poblacion total,16457,2,12.152883271556176
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2007,Suicidios,Poblacion total,13385,0,0.0
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2007,Suicidios,Poblacion total,41162,2,4.858850395996307
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2007,Suicidios,Poblacion total,49825,2,4.014049172102358
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2007,Suicidios,Poblacion total,18850,2,10.610079575596817
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2007,Suicidios,Poblacion total,19514,3,15.373577944040177
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2007,Suicidios,Poblacion total,31460,4,12.714558169103624
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2007,Suicidios,Poblacion total,9294,0,0.0
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,182627,9,4.928077447474908
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2007,Suicidios,Poblacion total,24240,4,16.501650165016503
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2007,Suicidios,Poblacion total,22463,1,4.451765124872012
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2007,Suicidios,Poblacion total,4976,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,42654,1,2.3444460074084494
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2007,Suicidios,Poblacion total,9640,1,10.37344398340249
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2007,Suicidios,Poblacion total,13260,0,0.0
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2007,Suicidios,Poblacion total,6565,1,15.23229246001523
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2007,Suicidios,Poblacion total,45098,4,8.869572930063416
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2007,Suicidios,Poblacion total,6965,0,0.0
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2007,Suicidios,Poblacion total,6323,0,0.0
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2007,Suicidios,Poblacion total,5316,0,0.0
ItagÃ¼Ã­,5360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,230020,13,5.651682462394574
Ituango,5361,POINT (-75.764081 7.172568),NORTE,5,2007,Suicidios,Poblacion total,26073,1,3.835385264449814
JardÃ­n,5364,POINT (-75.819483 5.599097),SUROESTE,8,2007,Suicidios,Poblacion total,13826,0,0.0
JericÃ³,5368,POINT (-75.786118 5.791557),SUROESTE,8,2007,Suicidios,Poblacion total,14246,0,0.0
La Ceja,5376,POINT (-75.431681 6.030682),ORIENTE,7,2007,Suicidios,Poblacion total,52779,6,11.368157790030127
La Estrella,5380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,57798,2,3.460327346967023
La Pintada,5390,POINT (-75.606525 5.747143),SUROESTE,8,2007,Suicidios,Poblacion total,9655,0,0.0
La UniÃ³n,5400,POINT (-75.361241 5.973832),ORIENTE,7,2007,Suicidios,Poblacion total,19012,4,21.039343572480536
Liborina,5411,POINT (-75.811313 6.67786),OCCIDENTE,6,2007,Suicidios,Poblacion total,10416,0,0.0
Maceo,5425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,8597,0,0.0
Marinilla,5440,POINT (-75.334772 6.173718),ORIENTE,7,2007,Suicidios,Poblacion total,54048,0,0.0
MedellÃ­n,5001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,2101771,107,5.0909447318475705
Montebello,5467,POINT (-75.524621 5.945694),SUROESTE,8,2007,Suicidios,Poblacion total,7599,1,13.15962626661403
MurindÃ³,5475,POINT (-76.82131 6.981328),URABA,9,2007,Suicidios,Poblacion total,3786,0,0.0
MutatÃ¡,5480,POINT (-76.436928 7.245319),URABA,9,2007,Suicidios,Poblacion total,12415,0,0.0
NariÃ±o,5483,POINT (-75.176323 5.609727),ORIENTE,7,2007,Suicidios,Poblacion total,12234,0,0.0
NechÃ­,5495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2007,Suicidios,Poblacion total,20988,0,0.0
NecoclÃ­,5490,POINT (-76.786829 8.424299),URABA,9,2007,Suicidios,Poblacion total,37227,0,0.0
Olaya,5501,POINT (-75.81238 6.628142),OCCIDENTE,6,2007,Suicidios,Poblacion total,3146,0,0.0
Peque,5543,POINT (-75.908927 7.021696),OCCIDENTE,6,2007,Suicidios,Poblacion total,7851,1,12.73723092599669
Pueblorrico,5576,POINT (-75.841914 5.790844),SUROESTE,8,2007,Suicidios,Poblacion total,8917,2,22.4290680722216
Puerto BerrÃ­o,5579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,35358,1,2.8282142655127553
Puerto Nare,5585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,15015,0,0.0
Puerto Triunfo,5591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,14707,2,13.59896647854763
Remedios,5604,POINT (-74.69368 7.02808),NORDESTE,4,2007,Suicidios,Poblacion total,25279,1,3.955852684046046
Rionegro,5615,POINT (-75.373872 6.153548),ORIENTE,7,2007,Suicidios,Poblacion total,110027,7,6.362074763467149
Sabanalarga,5628,POINT (-75.818245 6.850482),OCCIDENTE,6,2007,Suicidios,Poblacion total,8597,0,0.0
Sabaneta,5631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2007,Suicidios,Poblacion total,61730,4,6.479831524380367
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2007,Suicidios,Poblacion total,19569,4,20.440492615872042
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2007,Suicidios,Poblacion total,7629,1,13.107877834578582
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2007,Suicidios,Poblacion total,19706,1,5.074596569572719
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2007,Suicidios,Poblacion total,5939,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2007,Suicidios,Poblacion total,13725,0,0.0
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2007,Suicidios,Poblacion total,3292,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2007,Suicidios,Poblacion total,16889,0,0.0
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2007,Suicidios,Poblacion total,13398,1,7.4638005672488426
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2007,Suicidios,Poblacion total,19330,2,10.346611484738748
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2007,Suicidios,Poblacion total,28042,0,0.0
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2007,Suicidios,Poblacion total,16508,1,6.05766900896535
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2007,Suicidios,Poblacion total,20921,0,0.0
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2007,Suicidios,Poblacion total,21722,0,0.0
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2007,Suicidios,Poblacion total,27934,1,3.5798668289539632
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2007,Suicidios,Poblacion total,23793,1,4.2029168242760475
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2007,Suicidios,Poblacion total,32321,5,15.469818384332168
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2007,Suicidios,Poblacion total,13690,2,14.609203798392986
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2007,Suicidios,Poblacion total,32395,5,15.43448062972681
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2007,Suicidios,Poblacion total,37762,2,5.296329643557015
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2007,Suicidios,Poblacion total,14387,1,6.950719399457844
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2007,Suicidios,Poblacion total,17917,0,0.0
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2007,Suicidios,Poblacion total,22826,2,8.761938140716728
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2007,Suicidios,Poblacion total,6430,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2007,Suicidios,Poblacion total,11903,0,0.0
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2007,Suicidios,Poblacion total,5478,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2007,Suicidios,Poblacion total,106537,4,3.754564142035161
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2007,Suicidios,Poblacion total,7547,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2007,Suicidios,Poblacion total,29208,1,3.423719528896193
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2007,Suicidios,Poblacion total,13573,2,14.73513593162897
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2007,Suicidios,Poblacion total,7728,1,12.939958592132506
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2007,Suicidios,Poblacion total,11957,1,8.363301831563101
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2007,Suicidios,Poblacion total,12042,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2007,Suicidios,Poblacion total,8246,1,12.12709192335678
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2007,Suicidios,Poblacion total,7642,2,26.171159382360635
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2007,Suicidios,Poblacion total,38923,2,5.1383500757906635
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2007,Suicidios,Poblacion total,22212,0,0.0
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2007,Suicidios,Poblacion total,15116,1,6.615506747816882
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2007,Suicidios,Poblacion total,23761,2,8.417154160178443
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2008,Suicidios,Poblacion total,22237,3,13.491028466070063
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2008,Suicidios,Poblacion total,2656,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2008,Suicidios,Poblacion total,4679,1,21.372088053002777
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2008,Suicidios,Poblacion total,27725,1,3.606853020739405
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2008,Suicidios,Poblacion total,23535,0,0.0
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2008,Suicidios,Poblacion total,41965,6,14.29762897652806
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2008,Suicidios,Poblacion total,5813,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2008,Suicidios,Poblacion total,11968,0,0.0
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2008,Suicidios,Poblacion total,16384,3,18.310546875
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2008,Suicidios,Poblacion total,6865,0,0.0
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2008,Suicidios,Poblacion total,98124,5,5.095593330887448
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2008,Suicidios,Poblacion total,29070,0,0.0
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2008,Suicidios,Poblacion total,9113,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2008,Suicidios,Poblacion total,5756,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,45292,2,4.415790868144485
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,427040,18,4.215061820906707
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2008,Suicidios,Poblacion total,5859,0,0.0
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2008,Suicidios,Poblacion total,11216,3,26.74750356633381
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2008,Suicidios,Poblacion total,15563,3,19.276489108783654
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2008,Suicidios,Poblacion total,8328,0,0.0
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2008,Suicidios,Poblacion total,8679,1,11.522064754003917
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2008,Suicidios,Poblacion total,25805,2,7.750435962022864
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2008,Suicidios,Poblacion total,7872,2,25.406504065040654
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,68288,11,16.108247422680414
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2008,Suicidios,Poblacion total,9603,1,10.413412475268146
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2008,Suicidios,Poblacion total,16784,0,0.0
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,5118,1,19.538882375928097
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2008,Suicidios,Poblacion total,5686,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2008,Suicidios,Poblacion total,37438,1,2.671082856990224
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2008,Suicidios,Poblacion total,3882,1,25.759917568263784
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2008,Suicidios,Poblacion total,74919,3,4.004324670644295
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2008,Suicidios,Poblacion total,47048,2,4.250977724876721
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2008,Suicidios,Poblacion total,9584,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2008,Suicidios,Poblacion total,26927,5,18.568722843242842
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2008,Suicidios,Poblacion total,18144,0,0.0
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2008,Suicidios,Poblacion total,5249,0,0.0
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2008,Suicidios,Poblacion total,21448,0,0.0
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2008,Suicidios,Poblacion total,66521,3,4.509854031057862
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2008,Suicidios,Poblacion total,22339,0,0.0
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2008,Suicidios,Poblacion total,16681,0,0.0
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2008,Suicidios,Poblacion total,13241,3,22.65689902575334
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2008,Suicidios,Poblacion total,42061,2,4.75499869237536
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2008,Suicidios,Poblacion total,50612,7,13.83071208409073
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2008,Suicidios,Poblacion total,19042,2,10.50309841403214
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2008,Suicidios,Poblacion total,19857,1,5.03600745329103
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2008,Suicidios,Poblacion total,31769,1,3.1477226226824895
